id,class
1601,G
1603,F
1605,F
1607,G
1609,G
1611,F
1613,G
1615,G
1617,F
1619,G
1621,G
1623,D
1625,F
1627,G
1629,G
1631,F
1633,F
1635,F
1637,G
1639,G
1641,E
1643,G
1645,G
1647,F
1649,G
1651,G
1653,G
1655,G
1657,G
1659,G
1661,G
1663,E
1665,G
1667,E
1669,G
1671,F
1673,F
1675,G
1677,F
1679,G
1681,G
1683,G
1685,B
1687,F
1689,F
1691,F
1693,G
1695,F
1697,F
1699,G
1701,G
1703,G
1705,E
1707,G
1709,G
1711,G
1713,F
1715,G
1717,F
1719,G
1721,G
1723,F
1725,G
1727,F
1729,G
1731,D
1733,D
1735,F
1737,E
1739,F
1741,G
1743,F
1745,G
1747,F
1749,F
1751,A
1753,G
1755,F
1757,C
1759,F
1761,F
1763,E
1765,D
1767,F
1769,A
1771,D
1773,G
1775,G
1777,E
1779,G
1781,F
1783,G
1785,G
1787,G
1789,G
1791,E
1793,F
1795,G
1797,G
1799,G
1801,G
1803,G
1805,D
1807,F
1809,G
1811,D
1813,E
1815,G
1817,F
1819,G
1821,G
1823,F
1825,G
1827,G
1829,F
1831,F
1833,G
1835,G
1837,G
1839,F
1841,G
1843,G
1845,G
1847,F
1849,G
1851,G
1853,G
1855,G
1857,G
1859,F
1861,G
1863,G
1865,E
1867,F
1869,G
1871,F
1873,F
1875,G
1877,G
1879,D
1881,E
1883,F
1885,G
1887,G
1889,F
1891,G
1893,G
1895,G
1897,F
1899,D
1901,F
1903,F
1905,G
1907,G
1909,G
1911,G
1913,G
1915,F
1917,F
1919,G
1921,F
1923,F
1925,C
1927,G
1929,G
1931,G
1933,G
1935,F
1937,D
1939,G
1941,F
1943,F
1945,G
1947,E
1949,G
1951,F
1953,G
1955,F
1957,G
1959,G
1961,G
1963,F
1965,G
1967,D
1969,G
1971,D
1973,G
1975,F
1977,D
1979,E
1981,G
1983,G
1985,G
1987,E
1989,G
1991,F
1993,G
1995,G
1997,A
1999,F
2001,F
2003,G
2005,G
2007,G
2009,G
2011,F
2013,G
2015,G
2017,G
2019,F
2021,G
2023,G
2025,D
2027,G
2029,G
2031,E
2033,G
2035,D
2037,G
2039,G
2041,F
2043,G
2045,G
2047,G
2049,G
2051,E
2053,G
2055,D
2057,E
2059,G
2061,G
2063,G
2065,F
2067,E
2069,G
2071,E
2073,G
2075,D
2077,G
2079,G
2081,F
2083,G
2085,F
2087,G
2089,E
2091,G
2093,G
2095,G
2097,G
2099,E
2101,E
2103,F
2105,F
2107,F
2109,G
2111,E
2113,G
2115,G
2117,F
2119,G
2121,G
2123,G
2125,E
2127,G
2129,G
2131,C
2133,F
2135,E
2137,G
2139,G
2141,D
2143,F
2145,D
2147,G
2149,D
2151,E
2153,A
2155,G
2157,G
2159,G
2161,E
2163,D
2165,A
2167,G
2169,E
2171,E
2173,G
2175,E
2177,F
2179,D
2181,D
2183,G
2185,B
2187,F
2189,E
2191,E
2193,E
2195,G
2197,F
2199,G
2201,E
2203,F
2205,E
2207,E
2209,C
2211,D
2213,F
2215,F
2217,G
2219,A
2221,E
2223,D
2225,G
2227,F
2229,D
2231,F
2233,E
2235,A
2237,F
2239,G
2241,D
2243,G
2245,F
2247,F
2249,G
2251,D
2253,E
2255,F
2257,F
2259,G
2261,G
2263,F
2265,F
2267,D
2269,D
2271,F
2273,F
2275,G
2277,F
2279,F
2281,F
2283,G
2285,F
2287,E
2289,F
2291,G
2293,G
2295,G
2297,E
2299,D
2301,G
2303,F
2305,D
2307,F
2309,F
2311,F
2313,G
2315,F
2317,G
2319,F
2321,E
2323,F
2325,D
2327,F
2329,G
2331,C
2333,F
2335,G
2337,F
2339,E
2341,G
2343,G
2345,E
2347,G
2349,G
2351,D
2353,G
2355,A
2357,F
2359,G
2361,E
2363,G
2365,D
2367,G
2369,B
2371,G
2373,F
2375,G
2377,E
2379,E
2381,G
2383,E
2385,G
2387,E
2389,D
2391,G
2393,F
2395,F
2397,D
2399,E
2401,E
2403,C
2405,G
2407,F
2409,G
2411,G
2413,F
2415,A
2417,G
2419,A
2421,E
2423,A
2425,F
2427,F
2429,D
2431,F
2433,E
2435,D
2437,G
2439,G
2441,D
2443,G
2445,D
2447,G
2449,F
2451,E
2453,G
2455,E
2457,F
2459,G
2461,E
2463,E
2465,D
2467,D
2469,D
2471,G
2473,F
2475,F
2477,G
2479,F
2481,F
2483,E
2485,G
2487,C
2489,G
2491,G
2493,F
2495,D
2497,G
2499,A
2501,G
2503,F
2505,E
2507,G
2509,F
2511,F
2513,G
2515,F
2517,G
2519,C
2521,G
2523,G
2525,D
2527,F
2529,C
2531,G
2533,A
2535,G
2537,F
2539,G
2541,F
2543,F
2545,G
2547,D
2549,D
2551,G
2553,E
2555,E
2557,G
2559,E
2561,G
2563,G
2565,F
2567,G
2569,E
2571,F
2573,A
2575,F
2577,F
2579,F
2581,F
2583,G
2585,G
2587,F
2589,D
2591,G
2593,D
2595,F
2597,G
2599,G
2601,F
2603,G
2605,E
2607,F
2609,G
2611,E
2613,D
2615,F
2617,G
2619,G
2621,F
2623,G
2625,G
2627,G
2629,F
2631,D
2633,D
2635,A
2637,D
2639,E
2641,F
2643,F
2645,G
2647,A
2649,G
2651,G
2653,G
2655,E
2657,G
2659,G
2661,D
2663,E
2665,F
2667,E
2669,F
2671,E
2673,C
2675,G
2677,F
2679,G
2681,G
2683,D
2685,G
2687,G
2689,F
2691,E
2693,G
2695,F
2697,E
2699,G
2701,F
2703,D
2705,F
2707,E
2709,D
2711,G
2713,E
2715,F
2717,F
2719,F
2721,E
2723,G
2725,F
2727,F
2729,D
2731,F
2733,F
2735,E
2737,D
2739,F
2741,D
2743,F
2745,E
2747,F
2749,D
2751,D
2753,B
2755,D
2757,F
2759,D
2761,D
2763,E
2765,D
2767,F
2769,D
2771,F
2773,F
2775,F
2777,F
2779,D
2781,D
2783,D
2785,E
2787,F
2789,E
2791,D
2793,E
2795,F
2797,G
2799,F
2801,A
2803,F
2805,G
2807,F
2809,F
2811,G
2813,G
2815,G
2817,D
2819,E
2821,D
2823,D
2825,E
2827,G
2829,D
2831,F
2833,E
2835,D
2837,C
2839,D
2841,E
2843,E
2845,D
2847,D
2849,E
2851,D
2853,D
2855,D
2857,D
2859,C
2861,E
2863,D
2865,E
2867,D
2869,D
2871,D
2873,E
2875,B
2877,A
2879,F
2881,A
2883,A
2885,D
2887,D
2889,F
2891,E
2893,E
2895,D
2897,D
2899,D
2901,D
2903,F
2905,G
2907,F
2909,E
2911,B
2913,D
2915,E
2917,E
2919,D
2921,E
2923,E
2925,C
2927,E
2929,F
2931,F
2933,D
2935,D
2937,D
2939,D
2941,F
2943,D
2945,G
2947,G
2949,E
2951,F
2953,G
2955,E
2957,D
2959,D
2961,D
2963,D
2965,E
2967,C
2969,E
2971,F
2973,F
2975,E
2977,E
2979,E
2981,D
2983,E
2985,D
2987,D
2989,A
2991,E
2993,A
2995,D
2997,E
2999,C
3001,F
3003,D
3005,D
3007,F
3009,F
3011,F
3013,E
3015,D
3017,F
3019,D
3021,A
3023,D
3025,D
3027,D
3029,E
3031,E
3033,B
3035,E
3037,E
3039,D
3041,D
3043,F
3045,D
3047,B
3049,G
3051,G
3053,E
3055,E
3057,F
3059,E
3061,B
3063,D
3065,E
3067,B
3069,F
3071,D
3073,D
3075,E
3077,E
3079,C
3081,G
3083,F
3085,E
3087,E
3089,F
3091,F
3093,F
3095,G
3097,F
3099,D
3101,G
3103,E
3105,F
3107,D
3109,F
3111,D
3113,C
3115,F
3117,D
3119,D
3121,D
3123,D
3125,E
3127,D
3129,D
3131,D
3133,D
3135,D
3137,A
3139,E
3141,D
3143,D
3145,E
3147,F
3149,D
3151,D
3153,D
3155,E
3157,B
3159,D
3161,B
3163,D
3165,F
3167,E
3169,E
3171,E
3173,D
3175,A
3177,A
3179,E
3181,F
3183,E
3185,D
3187,E
3189,E
3191,B
3193,E
3195,E
3197,D
3199,D
3201,E
3203,D
3205,F
3207,A
3209,G
3211,A
3213,D
3215,D
3217,F
3219,D
3221,F
3223,E
3225,D
3227,E
3229,D
3231,E
3233,D
3235,C
3237,F
3239,F
3241,G
3243,E
3245,E
3247,E
3249,F
3251,E
3253,E
3255,E
3257,B
3259,D
3261,A
3263,A
3265,F
3267,D
3269,E
3271,D
3273,G
3275,D
3277,F
3279,D
3281,E
3283,D
3285,E
3287,E
3289,A
3291,G
3293,E
3295,F
3297,E
3299,F
3301,D
3303,D
3305,E
3307,D
3309,E
3311,F
3313,E
3315,E
3317,E
3319,B
3321,F
3323,F
3325,D
3327,E
3329,F
3331,D
3333,A
3335,E
3337,D
3339,D
3341,F
3343,F
3345,D
3347,D
3349,E
3351,E
3353,E
3355,F
3357,G
3359,E
3361,E
3363,D
3365,F
3367,F
3369,E
3371,F
3373,E
3375,E
3377,D
3379,D
3381,D
3383,B
3385,D
3387,B
3389,G
3391,D
3393,E
3395,E
3397,D
3399,E
3401,E
3403,D
3405,D
3407,G
3409,E
3411,D
3413,B
3415,B
3417,E
3419,G
3421,E
3423,D
3425,D
3427,D
3429,E
3431,E
3433,E
3435,E
3437,D
3439,D
3441,G
3443,F
3445,F
3447,B
3449,E
3451,F
3453,D
3455,E
3457,F
3459,D
3461,D
3463,D
3465,D
3467,A
3469,D
3471,F
3473,D
3475,F
3477,A
3479,E
3481,F
3483,D
3485,D
3487,E
3489,G
3491,G
3493,E
3495,D
3497,C
3499,B
3501,E
3503,D
3505,E
3507,D
3509,C
3511,A
3513,B
3515,E
3517,G
3519,D
3521,A
3523,D
3525,F
3527,D
3529,F
3531,D
3533,E
3535,D
3537,D
3539,E
3541,E
3543,F
3545,E
3547,F
3549,D
3551,D
3553,F
3555,F
3557,E
3559,D
3561,E
3563,D
3565,E
3567,E
3569,D
3571,E
3573,E
3575,D
3577,E
3579,E
3581,D
3583,E
3585,F
3587,E
3589,B
3591,F
3593,D
3595,D
3597,F
3599,E
3601,B
3603,G
3605,F
3607,D
3609,E
3611,D
3613,D
3615,G
3617,A
3619,D
3621,F
3623,F
3625,F
3627,B
3629,D
3631,F
3633,D
3635,E
3637,E
3639,G
3641,F
3643,G
3645,D
3647,B
3649,F
3651,F
3653,F
3655,G
3657,E
3659,E
3661,D
3663,E
3665,F
3667,G
3669,D
3671,E
3673,D
3675,G
3677,G
3679,E
3681,A
3683,E
3685,E
3687,E
3689,G
3691,E
3693,D
3695,E
3697,E
3699,E
3701,B
3703,E
3705,D
3707,F
3709,C
3711,A
3713,D
3715,E
3717,G
3719,D
3721,D
3723,B
3725,F
3727,E
3729,D
3731,F
3733,G
3735,D
3737,E
3739,B
3741,D
3743,D
3745,D
3747,E
3749,F
3751,G
3753,D
3755,D
3757,D
3759,D
3761,F
3763,G
3765,F
3767,E
3769,F
3771,D
3773,E
3775,F
3777,D
3779,E
3781,E
3783,F
3785,A
3787,E
3789,A
3791,E
3793,D
3795,D
3797,B
3799,G
3801,E
3803,D
3805,D
3807,B
3809,D
3811,D
3813,D
3815,D
3817,G
3819,A
3821,D
3823,D
3825,D
3827,G
3829,F
3831,D
3833,D
3835,B
3837,F
3839,A
3841,A
3843,E
3845,E
3847,F
3849,E
3851,F
3853,D
3855,F
3857,F
3859,F
3861,A
3863,F
3865,A
3867,D
3869,D
3871,D
3873,A
3875,E
3877,D
3879,F
3881,E
3883,E
3885,G
3887,D
3889,D
3891,D
3893,E
3895,E
3897,D
3899,D
3901,E
3903,B
3905,E
3907,C
3909,B
3911,D
3913,A
3915,D
3917,D
3919,A
3921,C
3923,D
3925,D
3927,B
3929,G
3931,C
3933,D
3935,F
3937,D
3939,D
3941,G
3943,E
3945,E
3947,D
3949,A
3951,G
3953,D
3955,D
3957,F
3959,E
3961,D
3963,F
3965,D
3967,E
3969,D
3971,D
3973,D
3975,F
3977,E
3979,A
3981,B
3983,D
3985,D
3987,B
3989,G
3991,E
3993,G
3995,E
3997,D
3999,F
4001,G
4003,D
4005,B
4007,D
4009,D
4011,F
4013,D
4015,E
4017,G
4019,E
4021,D
4023,E
4025,D
4027,F
4029,D
4031,E
4033,E
4035,E
4037,D
4039,D
4041,D
4043,D
4045,E
4047,D
4049,G
4051,E
4053,D
4055,B
4057,D
4059,D
4061,F
4063,A
4065,D
4067,D
4069,E
4071,D
4073,D
4075,E
4077,E
4079,E
4081,D
4083,E
4085,A
4087,D
4089,D
4091,D
4093,F
4095,F
4097,D
4099,D
4101,D
4103,G
4105,D
4107,B
4109,A
4111,D
4113,D
4115,G
4117,D
4119,D
4121,E
4123,D
4125,F
4127,D
4129,F
4131,D
4133,D
4135,G
4137,D
4139,G
4141,D
4143,G
4145,D
4147,E
4149,E
4151,E
4153,E
4155,E
4157,F
4159,E
4161,A
4163,D
4165,A
4167,G
4169,F
4171,F
4173,G
4175,D
4177,E
4179,E
4181,G
4183,D
4185,G
4187,G
4189,A
4191,E
4193,D
4195,G
4197,D
4199,D
4201,D
4203,F
4205,E
4207,E
4209,F
4211,D
4213,G
4215,D
4217,D
4219,D
4221,G
4223,E
4225,E
4227,D
4229,E
4231,E
4233,D
4235,F
4237,D
4239,A
4241,D
4243,F
4245,D
4247,G
4249,D
4251,E
4253,D
4255,E
4257,B
4259,E
4261,A
4263,E
4265,D
4267,E
4269,D
4271,B
4273,D
4275,F
4277,E
4279,E
4281,E
4283,D
4285,D
4287,D
4289,D
4291,F
4293,D
4295,D
4297,F
4299,B
4301,E
4303,A
4305,F
4307,G
4309,D
4311,D
4313,A
4315,F
4317,E
4319,E
4321,D
4323,F
4325,D
4327,E
4329,E
4331,A
4333,E
4335,D
4337,D
4339,D
4341,B
4343,D
4345,E
4347,D
4349,E
4351,E
4353,E
4355,E
4357,E
4359,E
4361,E
4363,A
4365,B
4367,D
4369,A
4371,D
4373,E
4375,D
4377,D
4379,E
4381,D
4383,E
4385,E
4387,F
4389,D
4391,A
4393,F
4395,D
4397,D
4399,B
4401,D
4403,E
4405,E
4407,B
4409,B
4411,E
4413,E
4415,E
4417,D
4419,D
4421,F
4423,G
4425,E
4427,F
4429,C
4431,G
4433,D
4435,D
4437,G
4439,B
4441,D
4443,D
4445,B
4447,E
4449,D
4451,G
4453,D
4455,D
4457,C
4459,F
4461,D
4463,E
4465,D
4467,A
4469,D
4471,D
4473,A
4475,F
4477,D
4479,E
4481,D
4483,D
4485,E
4487,D
4489,F
4491,D
4493,B
4495,D
4497,D
4499,F
4501,E
4503,D
4505,A
4507,D
4509,F
4511,D
4513,D
4515,D
4517,B
4519,D
4521,E
4523,E
4525,B
4527,F
4529,F
4531,D
4533,F
4535,A
4537,G
4539,B
4541,E
4543,D
4545,F
4547,E
4549,G
4551,D
4553,F
4555,D
4557,D
4559,F
4561,D
4563,F
4565,D
4567,E
4569,G
4571,E
4573,E
4575,F
4577,E
4579,E
4581,E
4583,E
4585,E
4587,E
4589,D
4591,F
4593,D
4595,E
4597,D
4599,D
4601,E
4603,E
4605,D
4607,D
4609,E
4611,E
4613,E
4615,D
4617,D
4619,E
4621,F
4623,A
4625,E
4627,B
4629,E
4631,F
4633,G
4635,D
4637,F
4639,F
4641,E
4643,E
4645,G
4647,E
4649,A
4651,F
4653,F
4655,A
4657,F
4659,F
4661,E
4663,F
4665,D
4667,D
4669,E
4671,A
4673,E
4675,D
4677,G
4679,E
4681,G
4683,D
4685,E
4687,D
4689,E
4691,B
4693,G
4695,E
4697,F
4699,D
4701,D
4703,E
4705,E
4707,E
4709,F
4711,F
4713,E
4715,E
4717,A
4719,D
4721,D
4723,D
4725,D
4727,D
4729,E
4731,G
4733,B
4735,D
4737,D
4739,A
4741,E
4743,A
4745,D
4747,F
4749,D
4751,E
4753,F
4755,E
4757,E
4759,D
4761,A
4763,A
4765,F
4767,E
4769,F
4771,F
4773,F
4775,D
4777,D
4779,B
4781,D
4783,D
4785,C
4787,E
4789,F
4791,D
4793,D
4795,B
4797,D
4799,D
4801,E
4803,E
4805,A
4807,A
4809,D
4811,D
4813,G
4815,E
4817,D
4819,F
4821,D
4823,F
4825,D
4827,E
4829,D
4831,D
4833,D
4835,G
4837,G
4839,E
4841,G
4843,D
4845,E
4847,E
4849,B
4851,B
4853,E
4855,F
4857,E
4859,D
4861,G
4863,E
4865,D
4867,E
4869,A
4871,D
4873,F
4875,F
4877,D
4879,D
4881,D
4883,B
4885,D
4887,D
4889,F
4891,F
4893,E
4895,A
4897,E
4899,E
4901,D
4903,D
4905,D
4907,D
4909,E
4911,D
4913,E
4915,D
4917,F
4919,E
4921,E
4923,E
4925,E
4927,G
4929,C
4931,F
4933,F
4935,E
4937,E
4939,B
4941,E
4943,D
4945,D
4947,E
4949,F
4951,E
4953,D
4955,G
4957,F
4959,E
4961,E
4963,B
4965,E
4967,F
4969,A
4971,G
4973,F
4975,D
4977,D
4979,D
4981,G
4983,E
4985,D
4987,D
4989,E
4991,D
4993,A
4995,G
4997,D
4999,G
5001,E
5003,B
5005,D
5007,G
5009,D
5011,D
5013,F
5015,E
5017,A
5019,E
5021,B
5023,E
5025,F
5027,D
5029,D
5031,G
5033,E
5035,E
5037,G
5039,D
5041,E
5043,F
5045,F
5047,E
5049,G
5051,F
5053,E
5055,E
5057,D
5059,D
5061,A
5063,D
5065,D
5067,F
5069,D
5071,E
5073,D
5075,E
5077,D
5079,A
5081,E
5083,E
5085,F
5087,D
5089,E
5091,E
5093,E
5095,F
5097,F
5099,G
5101,E
5103,F
5105,E
5107,E
5109,E
5111,F
5113,A
5115,E
5117,E
5119,E
5121,E
5123,F
5125,E
5127,E
5129,G
5131,E
5133,E
5135,E
5137,A
5139,A
5141,A
5143,E
5145,E
5147,B
5149,C
5151,E
5153,A
5155,E
5157,F
5159,F
5161,E
5163,E
5165,F
5167,B
5169,E
5171,E
5173,F
5175,F
5177,E
5179,E
5181,E
5183,E
5185,E
5187,E
5189,E
5191,G
5193,E
5195,E
5197,E
5199,E
5201,B
5203,E
5205,C
5207,A
5209,A
5211,C
5213,E
5215,A
5217,E
5219,E
5221,C
5223,E
5225,E
5227,B
5229,E
5231,F
5233,E
5235,B
5237,E
5239,C
5241,G
5243,F
5245,G
5247,A
5249,C
5251,E
5253,B
5255,A
5257,G
5259,A
5261,E
5263,E
5265,E
5267,F
5269,G
5271,E
5273,E
5275,E
5277,A
5279,E
5281,E
5283,B
5285,E
5287,E
5289,E
5291,A
5293,F
5295,E
5297,E
5299,G
5301,E
5303,E
5305,G
5307,E
5309,A
5311,E
5313,B
5315,F
5317,C
5319,C
5321,B
5323,E
5325,E
5327,B
5329,A
5331,E
5333,A
5335,A
5337,B
5339,B
5341,A
5343,A
5345,A
5347,C
5349,A
5351,A
5353,E
5355,C
5357,A
5359,A
5361,B
5363,E
5365,E
5367,E
5369,E
5371,B
5373,A
5375,B
5377,A
5379,A
5381,B
5383,B
5385,B
5387,E
5389,A
5391,A
5393,A
5395,A
5397,A
5399,E
5401,B
5403,A
5405,B
5407,E
5409,A
5411,C
5413,A
5415,A
5417,B
5419,E
5421,B
5423,E
5425,A
5427,E
5429,C
5431,E
5433,A
5435,B
5437,A
5439,E
5441,C
5443,B
5445,B
5447,C
5449,A
5451,B
5453,E
5455,B
5457,E
5459,E
5461,E
5463,B
5465,A
5467,E
5469,A
5471,E
5473,F
5475,A
5477,B
5479,A
5481,A
5483,B
5485,B
5487,A
5489,B
5491,A
5493,A
5495,A
5497,A
5499,C
5501,A
5503,C
5505,B
5507,B
5509,A
5511,F
5513,E
5515,A
5517,C
5519,B
5521,E
5523,B
5525,B
5527,A
5529,A
5531,E
5533,E
5535,A
5537,F
5539,E
5541,B
5543,A
5545,A
5547,A
5549,E
5551,E
5553,E
5555,E
5557,A
5559,B
5561,A
5563,A
5565,A
5567,B
5569,E
5571,A
5573,E
5575,E
5577,A
5579,A
5581,E
5583,A
5585,A
5587,E
5589,A
5591,A
5593,E
5595,A
5597,E
5599,C
5601,A
5603,B
5605,C
5607,F
5609,B
5611,E
5613,B
5615,C
5617,A
5619,A
5621,A
5623,B
5625,E
5627,E
5629,E
5631,A
5633,C
5635,C
5637,A
5639,C
5641,C
5643,B
5645,E
5647,E
5649,A
5651,C
5653,B
5655,C
5657,A
5659,A
5661,B
5663,B
5665,B
5667,C
5669,B
5671,A
5673,E
5675,E
5677,A
5679,E
5681,B
5683,E
5685,E
5687,A
5689,A
5691,E
5693,A
5695,A
5697,A
5699,A
5701,A
5703,C
5705,C
5707,A
5709,E
5711,A
5713,A
5715,E
5717,E
5719,A
5721,F
5723,B
5725,B
5727,A
5729,E
5731,B
5733,E
5735,E
5737,B
5739,E
5741,E
5743,C
5745,B
5747,A
5749,A
5751,E
5753,B
5755,F
5757,C
5759,A
5761,E
5763,B
5765,B
5767,A
5769,B
5771,A
5773,A
5775,E
5777,A
5779,A
5781,B
5783,A
5785,A
5787,A
5789,E
5791,A
5793,A
5795,B
